epoch,train_loss,train_accuracy,test_loss,test_accuracy,learning_rate,train_seconds,test_seconds,epoch_seconds
1,1.5929921130371094,0.5005,1.3108692203521728,0.6438,0.001,3.2772387731820345,0.480321483919397,3.7575602571014315
2,1.256256995010376,0.67736,1.161122208404541,0.7234,0.0009938441702975688,3.0262493600603193,0.4405493410304189,3.466798701090738
3,1.1288960034179687,0.73914,1.0935230587005615,0.7495,0.0009755282581475768,2.9424692371394485,0.4592013971414417,3.4016706342808902
4,1.0525821154403687,0.77504,1.092266964149475,0.7486,0.0009455032620941839,2.9513750600162894,0.47247990197502077,3.42385496199131
5,0.9974534492111206,0.8045,1.0264316835403442,0.7855,0.0009045084971874737,3.0192065318115056,0.4681566241197288,3.4873631559312344
6,0.9467573728561401,0.82954,1.0230114707946778,0.7832,0.0008535533905932737,2.978299660841003,0.4197439639829099,3.398043624823913
7,0.9022364549636841,0.85242,1.0053509937286378,0.7903,0.0007938926261462366,3.0036611440591514,0.4919448939617723,3.4956060380209237
8,0.86323736743927,0.87242,1.0045738779067994,0.7961,0.0007269952498697733,2.9521360469516367,0.48940385202877223,3.441539898980409
9,0.8234852847671509,0.89132,0.983848165512085,0.8077,0.0006545084971874737,2.966178665170446,0.4347769250161946,3.4009555901866406
10,0.7853682923316956,0.91304,0.9757124112129212,0.8056,0.0005782172325201155,2.966343892039731,0.49053274001926184,3.456876632058993
11,0.7492864589691162,0.93266,0.977230944442749,0.8073,0.0005,2.991450953995809,0.49452656484209,3.485977518837899
12,0.7190379073905945,0.94742,0.9697491575241088,0.8113,0.0004217827674798847,2.9827000219374895,0.4988503640051931,3.4815503859426826
13,0.6893241629219056,0.96314,0.9827775514602661,0.8068,0.00034549150281252633,2.9427735779900104,0.4044262068346143,3.3471997848246247
14,0.6689346438980103,0.97246,0.9753990718841553,0.8105,0.00027300475013022663,2.883785065030679,0.4696575489360839,3.353442613966763
15,0.6487535074234009,0.9824,0.968007532787323,0.8107,0.00020610737385376348,2.960067861014977,0.4850411538500339,3.445109014865011
16,0.6349574638748169,0.98806,0.9685699626922607,0.8123,0.00014644660940672625,2.891272404929623,0.3974734351504594,3.2887458400800824
17,0.623680431060791,0.99086,0.969544243812561,0.8114,9.549150281252631e-05,2.911891572875902,0.4420434560161084,3.3539350288920105
18,0.6167751325035096,0.9934,0.9673861598014831,0.8136,5.4496737905816096e-05,2.9340553819201887,0.4661108930595219,3.4001662749797106
19,0.6119392028808593,0.99488,0.9655076644897461,0.812,2.447174185242323e-05,2.9776077189017087,0.46085423813201487,3.4384619570337236
20,0.6088881711006164,0.9952,0.9650839472770691,0.8136,6.15582970243117e-06,2.9863291271030903,0.44939382118172944,3.4357229482848197
