epoch,train_loss,train_accuracy,test_loss,test_accuracy,learning_rate,train_seconds,test_seconds,epoch_seconds
1,1.5617256645202637,0.52034,1.3312934635162355,0.6334,0.001,3.5704164418857545,0.45556342601776123,4.025979867903516
2,1.2409439225006103,0.68074,1.2060269163131714,0.6994,0.001,2.8949817640241235,0.41321334009990096,3.3081951041240245
3,1.1091961682891847,0.74508,1.1317517208099366,0.7382,0.001,2.9011536189354956,0.4379183950368315,3.339072013972327
4,1.019844573097229,0.78794,1.1112639247894287,0.7464,0.001,2.9852298791520298,0.46334821498021483,3.4485780941322446
5,0.9418774921226502,0.82696,1.0818721353530885,0.7635,0.001,3.1275661909021437,0.5085490869823843,3.636115277884528
6,0.8794360148239135,0.86054,1.0626928230285644,0.7764,0.001,3.0210398328490555,0.45368335396051407,3.4747231868095696
7,0.8226778416824341,0.89106,1.0895719327926636,0.7654,0.001,3.05607825005427,0.4729408980347216,3.5290191480889916
8,0.7737012824249268,0.91974,1.0797280773162843,0.7741,0.001,2.951539254048839,0.49286980694159865,3.444409060990438
9,0.7237968900680541,0.9457,1.109723605823517,0.7663,0.001,3.009532648138702,0.40058192098513246,3.4101145691238344
10,0.6827023073005676,0.96738,1.1110177194595336,0.7663,0.001,2.510830313898623,0.3789149518124759,2.889745265711099
