epoch,train_loss,train_accuracy,test_loss,test_accuracy,learning_rate,train_seconds,test_seconds,epoch_seconds
1,1.3861194143676758,0.49728,1.0345119390487671,0.633,0.001,3.144106299150735,0.41670445119962096,3.560810750350356
2,0.9206542203903199,0.68008,0.7918524214744568,0.7239,0.0009938441702975688,2.9028334899339825,0.4097321389708668,3.3125656289048493
3,0.7357711198043824,0.74458,0.7197028327941895,0.753,0.0009755282581475768,2.9041824280284345,0.43128341087140143,3.335465838899836
4,0.607987453956604,0.78668,0.7224913280487061,0.757,0.0009455032620941839,2.866602414054796,0.43368520494550467,3.3002876190003008
5,0.5016259621429443,0.82696,0.6825120284557342,0.7767,0.0009045084971874737,2.883177521871403,0.43696009390987456,3.3201376157812774
6,0.4097903942680359,0.8566,0.673087325668335,0.7856,0.0008535533905932737,2.897930503124371,0.4056316039059311,3.3035621070303023
7,0.3243437304019928,0.88664,0.6557185095787048,0.7926,0.0007938926261462366,2.9095534419175237,0.4521508109755814,3.361704252893105
8,0.24780637628555297,0.91266,0.7388890568733215,0.7779,0.0007269952498697733,2.814446321921423,0.434908133931458,3.249354455852881
9,0.18955426820278168,0.93336,0.7107506764411926,0.7932,0.0006545084971874737,2.8900206168182194,0.42742884415201843,3.317449460970238
10,0.14148758903741837,0.95072,0.7764010391235352,0.7944,0.0005782172325201155,2.793065561912954,0.4312093202024698,3.2242748821154237
11,0.10242125521183014,0.96498,0.8552461799621582,0.7916,0.0005,2.947907991008833,0.45803315099328756,3.4059411420021206
12,0.07473583955705165,0.97622,0.8676224339485168,0.8001,0.0004217827674798847,3.0151616581715643,0.49006953090429306,3.5052311890758574
13,0.05254218306064606,0.98372,0.9557126049041748,0.8028,0.00034549150281252633,2.9311058619059622,0.4657669309526682,3.3968727928586304
14,0.04163520005822182,0.98746,1.0134024616241455,0.8015,0.00027300475013022663,2.909391273977235,0.429227635031566,3.338618909008801
15,0.03227900023341179,0.99072,0.9956605779647827,0.8024,0.00020610737385376348,2.9070074970368296,0.4931886170525104,3.40019611408934
16,0.024106282553374766,0.99384,1.0617638147354127,0.8058,0.00014644660940672625,2.9223827191162854,0.48410736001096666,3.406490079127252
17,0.02049078128874302,0.99446,1.0655636096954346,0.8075,9.549150281252631e-05,2.976649797987193,0.496312839910388,3.472962637897581
18,0.017522322487235068,0.99592,1.0696816331863404,0.8089,5.4496737905816096e-05,2.880512455943972,0.4976687191519886,3.3781811750959605
19,0.017057848477065565,0.99554,1.0701944566726684,0.8107,2.447174185242323e-05,3.013388179941103,0.48959904606454074,3.5029872260056436
20,0.014848349348008633,0.9965,1.0731749118804932,0.8094,6.15582970243117e-06,3.1641654970590025,0.4619552078656852,3.6261207049246877
