epoch,train_loss,train_accuracy,test_loss,test_accuracy,learning_rate,train_seconds,test_seconds,epoch_seconds
1,1.5929921130371094,0.5005,1.3108692203521728,0.6438,0.001,3.1914665969088674,0.4163988640066236,3.607865460915491
2,1.2567624632263183,0.6775,1.162177010345459,0.7255,0.001,2.9085009649861604,0.42075918801128864,3.329260152997449
3,1.1302951538848878,0.7386,1.0937817901611329,0.7477,0.001,2.926633881870657,0.4783460539765656,3.404979935847223
4,1.056492532196045,0.77204,1.0871019577026366,0.7549,0.001,3.1797761730849743,0.4743491541594267,3.654125327244401
5,1.0042678233146667,0.79988,1.0268843416213989,0.782,0.001,2.9386658009607345,0.47438137186691165,3.413047172827646
6,0.9612355993270874,0.8219,1.0294467575073243,0.7832,0.001,3.0091744798701257,0.493533574976027,3.5027080548461527
7,0.9230174775695801,0.84286,1.0176964363098144,0.785,0.001,2.9615495658945292,0.47391871991567314,3.4354682858102024
8,0.8895575671768189,0.85734,1.010986714744568,0.7905,0.001,2.985707266954705,0.4564480308908969,3.442155297845602
9,0.860486492805481,0.87266,0.9890819255828858,0.8011,0.001,2.9404310781974345,0.4732651221565902,3.4136962003540248
10,0.8355730054283143,0.88512,0.9861277816772461,0.804,0.001,2.9055361789651215,0.4251788789406419,3.3307150579057634
