epoch,train_loss,train_accuracy,test_loss,test_accuracy,learning_rate,train_seconds,test_seconds,epoch_seconds
1,1.3914945024490357,0.4966,1.0633635862350463,0.6206,0.001,3.18960465118289,0.47829660307615995,3.66790125425905
2,0.927295562915802,0.67672,0.8264094004631043,0.7138,0.0009755282581475768,2.865156249841675,0.4137212410569191,3.2788774908985943
3,0.7358364331436157,0.7444,0.7183207524299622,0.7556,0.0009045084971874736,2.9190441011451185,0.44088753405958414,3.3599316352047026
4,0.5995889929580689,0.7912,0.6926120923042297,0.7665,0.0007938926261462366,2.8374797410797328,0.41935736290179193,3.2568371039815247
5,0.48833062849998476,0.83054,0.6797699911117554,0.7768,0.0006545084971874737,2.8702255310490727,0.4644733611494303,3.334698892198503
6,0.38542505833625795,0.86612,0.6419919413566589,0.7914,0.0005,2.911469376180321,0.5070341269019991,3.41850350308232
7,0.29840650781631467,0.89656,0.6368340359687805,0.7961,0.00034549150281252633,3.179354369174689,0.4956514670047909,3.67500583617948
8,0.23098153938770294,0.92148,0.6700621313095093,0.7942,0.0002061073738537635,3.047377496957779,0.48525766585953534,3.5326351628173143
9,0.1887960389995575,0.93826,0.6670209316253662,0.8029,9.549150281252634e-05,2.8382802449632436,0.471412151819095,3.3096923967823386
10,0.16692793514251708,0.9462,0.6716289666175842,0.8028,2.4471741852423235e-05,2.935877258889377,0.4185319079551846,3.3544091668445617
